Sample ID,Site,Sample No,Site ID,Year,Visit ID,COMID,Waterbody Name,Network,State,NAMC Latitude,NAMC Longitude,Customer Latitude,Customer Longitude,Collection Date,Ecosystem,Habitat,Sample Type,Sampler Type,Field Notes,Lab Notes,Area,Field Split,Lab Split,Split Count,Completion Date
140542,GICL,1,NA,2008,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2008-06-10,Stream/river,Riffle,Benthic,Kick net,NA,NA,0.74,100,25,617,
140543,GICL,1,NA,2008,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2008-06-10,Stream/river,Multiple,Benthic,Kick net,NA,NA,1.023,100,50,644,
140544,MOCC,1,NA,2008,NA,20454224,Beaver Creek,SODN,AZ,34.60811,-111.845,,,2008-06-03,Stream/river,Multiple,Benthic,Kick net,NA,NA,1.023,100,100,236,
140545,MOWE,1,NA,2008,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2008-06-04,Stream/river,Riffle,Benthic,Kick net,NA,NA,0.74,100,100,527,
140546,MOWE,1,NA,2008,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2008-06-04,Stream/river,Multiple,Benthic,Kick net,NA,NA,1.023,100,100,612,
140547,TUZI,1,NA,2008,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,,,2008-06-04,Stream/river,Riffle,Benthic,Kick net,NA,NA,0.74,100,18.75,740,
140548,TUZI,1,NA,2008,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,,,2008-06-05,Stream/river,Multiple,Benthic,Kick net,NA,NA,1.023,100,100,402,
140549,TUMM,1,NA,2008,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,,,2008-05-20,Stream/river,Riffle,Benthic,Kick net,NA,NA,0.74,100,100,109,
140550,TUMM,1,NA,2008,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,,,2008-05-20,Stream/river,Multiple,Benthic,Kick net,NA,NA,1.023,100,100,177,
146741,CHIR,1,CHIR-001,2010,NA,21261789,Superintentent Spring,SODN,AZ,32.00876,-109.36635,,,2010-06-11,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,13,
146742,CHIR,2,CHIR-002,2010,NA,21261789,Kraft Spring,SODN,AZ,32.008834,-109.36691,,,2010-06-11,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,8,
146743,CHIR,1,CHIR-003,2010,NA,21261793,Silver Spur Spring,SODN,AZ,32.0087,-109.35994,,,2010-06-12,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,16,
146744,CHIR,1,CHIR-005,2010,NA,21261813,Garfield Spring,SODN,AZ,32.0014,-109.35812,,,2010-06-13,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,3,
146745,CHIR,1,CHIR-006,2010,NA,21261757,Bear Scat Spring,SODN,AZ,32.03474,-109.33195,,,2010-06-14,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,1,
146746,CHIR,1,CHIR-008,2010,NA,21261789,Bonita Park Spring,SODN,AZ,32.009513,-109.361514,,,2010-06-24,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,22,
146747,CHIR,1,CHIR-009,2010,NA,21261757,Shake Spring,SODN,AZ,32.02173,-109.3389,,,2010-06-23,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,21,
146748,CHIR,1,CHIR-010,2010,NA,21261785,Roadside Spring,SODN,AZ,32.015606,-109.35352,,,2010-06-24,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,9,
146749,CORO,1,CORO-006,2010,NA,15934855,"Blue Waterfall, Site 1",SODN,AZ,31.3515,-110.25741,,,2010-07-24,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,13,
146750,CORO,1,CORO-009,2010,NA,15934855,"Joe's Canyon Trail, Site 2",SODN,AZ,31.3403,-110.26203,,,2010-07-27,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,10,
146751,CORO,2,CORO-010,2010,NA,945050740,"Joe's Canyon Trail, Site 3",SODN,AZ,31.340129,-110.262809,,,2010-07-27,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,9,
146752,CORO,1,CORO-011,2010,NA,15919765,"Yaqui Canyon Complex, Site 1",SODN,AZ,32.34421,-110.28227,,,2010-07-23,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,16,
146753,CORO,2,CORO-013,2010,NA,15934645,"Yaqui Canyon Complex, Site 3",SODN,AZ,31.34173,-110.28088,,,2010-07-23,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,10,
146754,FOBO,1,FOBO-001,2010,NA,21307021,Lower Mine Spring,SODN,AZ,32.14663,-109.44392,,,2010-06-10,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,11,
146755,FOBO,1,FOBO-002,2010,NA,21307039,Upper Mine Spring,SODN,AZ,32.146118,-109.43448,,,2010-06-25,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,16,
146756,FOBO,1,FOBO-003,2010,NA,21307021,Apache Spring,SODN,AZ,32.14565,-109.44068,,,2010-06-10,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,15,
146757,MOCC,1,MOCC-001,2010,NA,20454224,Expansion Spring,SODN,AZ,34.61944,-111.82627,,,2010-07-22,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,8,
146758,MOWE,1,MOWE-001,2010,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2010-07-21,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,100,52,
146759,SAGE,1,SAGE-002,2010,NA,15894238,Devil's Bathtub,SODN,AZ,32.19662,-110.54569,,,2010-06-12,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,23,
146760,SAGE,1,SAGE-004,2010,NA,15894218,Mica Meadow Trail Seeps,SODN,AZ,32.21353,-110.54322,,,2010-06-11,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,10,
146761,SAGE,1,SAGE-006,2010,NA,15895214,Itilian Spring,SODN,AZ,32.22896,-110.53582,,,2010-06-10,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,12,
146762,SAGE,1,SAGE-007,2010,NA,15894218,Manning Camp Reservoir,SODN,AZ,32.20758,-110.553809,,,2010-06-12,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,17,
146763,SAGE,1,SAGE-009,2010,NA,15921017,Spud Rock Spring,SODN,AZ,32.20441,-110.53204,,,2010-06-09,Stream/river,Spring,Benthic,Kick net,bottle says 6/8/2010,NA,NA,100,100,5,
146764,SAGE,1,SAGE-010,2010,NA,15921017,Deer Head Spring,SODN,AZ,32.198842,-110.53013,,,2010-06-08,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,5,
146765,SAGE,1,SAGE-011,2010,NA,15921017,Mud Hole Spring,SODN,AZ,32.19618,-110.51468,,,2010-06-07,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,8,
146766,SAGE,1,SAGE-013,2010,NA,15895250,Juniper Basin,SODN,AZ,32.179664,-110.650517,,,2010-06-29,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,9,
146767,SAGE,1,SAGE-014,2010,NA,15894274,The Grotto,SODN,AZ,32.1375,-110.58401,,,2010-06-23,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,35,
146768,SAGE,1,SAGE-026,2010,NA,15894226,Sage 026,SODN,AZ,32.17318,-110.60691,,,2010-06-10,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,19,
146769,SAGE,1,SAGE-030,2010,NA,15894174,Steel Tank Spring,SODN,AZ,32.216889,-110.67497,,,2010-06-09,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,28,
146770,SAGE,1,SAGE-034,2010,NA,15894114,Sage 034,SODN,AZ,32.18718,-110.7115,,,2010-06-15,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,294,
146771,SAGE,2,SAGE-036,2010,NA,15894114,Sage 036,SODN,AZ,32.18702,-110.71324,,,2010-06-15,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,320,
146772,SAGE,1,SAGE-039,2010,NA,15894182,Sage 039,SODN,AZ,32.20459,-110.70098,,,2010-06-16,Stream/river,Spring,Benthic,Kick net,bottle says 6/21/2010,NA,NA,100,100,674,
146773,SAGE,1,SAGE-055,2010,NA,15894254,Sage 055,SODN,AZ,32.15369,-110.6084,,,2010-06-17,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,59,
146774,SAGE,1,SAGE-083,2010,NA,15894266,Sage 083,SODN,AZ,32.14859,-110.57039,,,2010-06-24,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,17,
146775,SAGE,2,SAGE-088,2010,NA,15894266,Sage 088,SODN,AZ,32.15267,-110.57081,,,2010-06-24,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,25,
146776,TUZI,1,TUZI-001,2010,NA,20451674,Shea Spring,SODN,AZ,34.780015,-112.02212,,,2010-07-22,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,13,
146777,MOWE,1,MOWE-TEST,2010,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2010-05-12,Stream/river,Riffle,Benthic,Kick net,12 composited kicks of 1 sq ft each,NA,1.116,100,62.5,650,
146778,ORPI,1,ORPI 001,2011,NA,15837908,Widlhorse Tank #1,SODN,AZ,32.02183118,-112.72693,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,all habitats in this set need to be updated to multiple except for the last 5 (springs). interface was throwing an error for utms that prevented editing in All Data.,NA,NA,100,100,20,
146779,ORPI,2,ORPI 002,2011,NA,15837908,Wildhorse Tank # 2,SODN,AZ,32.02180384,-112.7269507,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,11,
146780,ORPI,3,ORPI 003,2011,NA,15837908,Wildhorse Tank # 3,SODN,AZ,32.02172996,-112.7270763,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,7,
146781,ORPI,4,ORPI 005,2011,NA,15837908,Javelina Tinaja #1,SODN,AZ,32.02306857,-112.7340786,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,11,
146782,ORPI,5,ORPI 010,2011,NA,15838042,Olla Tinaja,SODN,AZ,32.01234367,-112.7400166,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,10,
146783,ORPI,1,ORPI 011,2011,NA,15837904,Bull Pasture,SODN,AZ,32.01415496,-112.6887696,,,2011-03-30,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,10,
146784,ORPI,1,ORPI 013,2011,NA,15837904,Bull Pasture #10,SODN,AZ,32.01603138,-112.6887511,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,12,
146785,ORPI,1,ORPI 015,2011,NA,15837904,Bull Pasture #12,SODN,AZ,32.01465249,-112.6893399,,,2011-03-29,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,20,
146786,ORPI,1,ORPI 016,2011,NA,15837904,Bull Pasture #13,SODN,AZ,32.01533389,-112.6903263,,,2011-03-31,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,8,
146787,ORPI,1,ORPI 017,2011,NA,15837904,Bull Pasture #14,SODN,AZ,32.01543406,-112.6909316,,,2011-04-01,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,7,
146788,ORPI,1,ORPI 019,2011,NA,15837904,Bull Pasture #3,SODN,AZ,32.0158208,-112.692368,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,6,
146789,ORPI,2,ORPI 020,2011,NA,15837904,Bull Pasture #4,SODN,AZ,32.01584336,-112.6920296,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,9,
146790,ORPI,1,ORPI 021,2011,NA,15837904,Bull Pasture #5,SODN,AZ,32.01591271,-112.6908875,,,2011-04-01,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,7,
146791,ORPI,1,ORPI 027,2011,NA,15837904,Estes Canyon #1,SODN,AZ,32.01627748,-112.6953195,,,2011-04-15,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,7,
146792,ORPI,1,ORPI 031,2011,NA,15837904,West Arroyo Tinaja #3,SODN,AZ,32.01566248,-112.6967903,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,21,
146793,ORPI,2,ORPI 032,2011,NA,15837904,West Arroyo @,SODN,AZ,32.01449427,-112.6964618,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,9,
146794,ORPI,3,ORPI 033,2011,NA,15837904,West Arroyo +,SODN,AZ,32.01378526,-112.6961946,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,11,
146795,ORPI,4,ORPI 034,2011,NA,15837904,West Arroyo below Junip,SODN,AZ,32.01540182,-112.696722,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,14,
146796,ORPI,5,ORPI 036,2011,NA,15837904,East Arroyo,SODN,AZ,32.01501696,-112.6951481,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,1,
146797,ORPI,6,ORPI 037,2011,NA,15837904,East Arroyo Spring,SODN,AZ,32.01539642,-112.6951021,,,2011-04-02,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,10,
146798,ORPI,1,ORPI 076,2011,NA,15854155,Pinkley Peak Tinaja #2,SODN,AZ,31.99921541,-112.8517963,,,2011-04-14,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,8,
146799,ORPI,2,ORPI 078,2011,NA,15854155,Pinkley's Nemesis,SODN,AZ,31.9990922,-112.8509682,,,2011-04-14,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,5,
146800,ORPI,3,ORPI 079,2011,NA,15853977,Desert Oasis,SODN,AZ,32.00299355,-112.8500199,,,2011-04-14,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,9,
146801,ORPI,1,ORPI 099,2011,NA,15853971,Puerto Blanco #1,SODN,AZ,32.01833336,-112.8772077,,,2011-03-30,Wetland,Littoral - benthic,Benthic,Kick net,NA,NA,NA,100,100,12,
146802,ORPI,1,ORPI 121,2011,NA,15853913,Dripping Springs,SODN,AZ,32.02422133,-112.8918959,,,2011-03-30,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,13,
146803,ORPI,1,ORPI 125,2011,NA,NA,Quitobaquito SW Spring,SODN,AZ,31.94393352,-113.019203,,,2011-03-31,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,30,
146804,ORPI,1,ORPI 126,2011,NA,NA,Williams Spring,SODN,AZ,31.95830942,-113.0243629,,,2011-04-01,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,14,
146805,GICL,1,GICL 001,2011,NA,2430292,Cave Dweller Spring,SODN,NM,33.22596366,-108.2693341,,,2011-06-25,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,13,
146806,GICL,2,GICL 002,2011,NA,2430292,Hubbard Brook,SODN,NM,33.22781513,-108.27729,,,2011-06-25,Stream/river,Spring,Benthic,Kick net,NA,NA,NA,100,100,9,
148386,SAGE,1,SAGE_052,2011,NA,15894254,"Chim 1a,1b,1c,1d",SODN,AZ,32.15338016,-110.6086665,,,2011-08-16,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat,NA,0.625,100,100,247,
148387,SAGE,1,SAGE_057,2011,NA,15894254,"Chim-1k, 1l, 1m",SODN,AZ,32.15491258,-110.6082676,,,2011-09-20,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; Sites Sage57&58,NA,0.625,100,100,717,
148388,SAGE,1,SAGE_061,2011,NA,15894278,"Mad-1, 2, 3, 4 ",SODN,AZ,32.15188088,-110.6023315,,,2011-09-22,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; Sites Mad61&63,NA,0.625,100,100,190,
148389,SAGE,1,SAGE_034,2011,NA,15894114,Sage 034,SODN,AZ,32.18718,-110.7115,,,2011-09-28,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 4,NA,0.625,100,100,18,
148390,SAGE,1,SAGE_002,2011,NA,15894238,Devil's Bathtub,SODN,AZ,32.19662,-110.54569,,,2011-10-01,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 5,NA,0.625,100,100,78,
148391,SAGE,2,SAGE_007,2011,NA,15894218,Manning Camp Reservoir,SODN,AZ,32.20758,-110.553809,,,2011-10-01,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 6,NA,0.625,100,31.25,690,
148392,SAGE,1,SAGE_011,2011,NA,15921017,Mud Hole Spring,SODN,AZ,32.19618,-110.51468,,,2011-10-02,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 7,NA,0.625,100,100,87,
148393,SAGE,1,SAGE_004,2011,NA,15894218,Mica Meadow Trail Seeps,SODN,AZ,32.21353,-110.54322,,,2011-10-03,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 8,NA,0.188,100,100,51,
148394,SAGE,1,SAGE_006,2011,NA,15895214,Itilian Spring,SODN,AZ,32.22896,-110.53582,,,2011-10-04,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 9,NA,0.188,100,100,19,
148395,SAGE,2,SAGE_005,2011,NA,15894218,Mica Meadow Trail Seeps,SODN,AZ,32.21353,-110.54322,,,2011-10-04,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 10,NA,0.375,100,100,94,
148396,PECO,1,PECO,2011,NA,20814986,Pecos River,SOPN,NM,35.52447386,-105.6607639,,,2011-10-10,Stream/river,Riffle,Benthic,Kick net,11; Index-Riffle-Quan,NA,1.11,100,43.75,701,
148397,PECO,1,PECO,2011,NA,20814986,Pecos River,SOPN,NM,35.52447386,-105.6607639,,,2011-10-10,Stream/river,Multiple,Benthic,Kick net,12; Index- Multi-habitat qualitative,NA,NA,100,50,704,
148398,GICL,1,GICL,2011,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2011-10-12,Stream/river,Riffle,Benthic,Kick net,13; Index-Riffle-Quan,NA,1.11,100,50,632,
148399,GICL,1,GICL,2011,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2011-10-12,Stream/river,Multiple,Benthic,Kick net,14; Index- Multi-habitat qualitative,NA,NA,100,100,321,
148400,SAGE,1,SAGE_036,2011,NA,15894114,Sage 036,SODN,AZ,32.18702,-110.71324,,,2011-10-20,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 15,NA,0.375,100,100,204,
148401,CORO,1,CORO_002,2011,NA,15934623,Fern Grotto,SODN,AZ,31.36254786,-110.2414851,,,2011-11-30,Stream/river,Spring,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat,NA,0.25,100,100,56,
148402,MOWE,1,MOWE-001,2011,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2011-10-25,Stream/river,Multiple,Benthic,Kick net,Aquarium net and 1/16 m2 quadrat; 17,NA,0.625,100,100,422,
